Carrier,Month,DeviceModel,Number of Customers
"AT&T","April","ASDASDASDGH-I60ASDZKB123TT","2"
"AT&T","April","ASDASDASDGH-I61ASDEB123123TT","1"
"AT&T","April","ASDASDASDGH-I61ASDWR123123TT","2"
"AT&T","April","ASDASDASDGH-I61ASDZK123123TT","8"
"AT&T","April","ASDASDASDGH-I89ASDZK123123TT","11"
"AT&T","April","ASDASDASDGH-I90ASDZK123123TT","1"
"AT&T","April","ASDASDASDGH-I91ASDZK123123TT","2"
"AT&T","April","ASDASDASDGH-I98ASDZK123123TT","2"
"AT&T","April","ASDASDASDGH-I99ASDZK123123TT","2"
"AT&T","April","ASDASDASDGH-IASD1ASDRW123123TT","2"
"AT&T","April","ASDASDASDGH-IASD1ASDZB123123TT","2"
"AT&T","April","ASDASDASDGH-IASD2ASDD123123123TT","3"
"AT&T","April","ASDASDASDGH-IASD2ASDMASDASDASD123123TT","1"
"AT&T","April","ASDASDASDGH-IASD2ASDZW123123TT","2"
"AT&T","April","ASDASDASDGH-IASDQWEASDMB123123TT","34"
"AT&T","April","ASDASDASDGH-IASDQWEASDMBB123TT","9"
"AT&T","April","ASDASDASDGH-IASDQWEASDRWB123TT","12"
"AT&T","April","ASDASDASDGH-IASDQWEASDZRB123TT","5"
"AT&T","April","ASDASDASDGH-IQWE0ASDZK123123TT","2"
"AT&T","April","ASDASDASDGH-IQWE3ASDMBZ123TT","1"
"AT&T","April","ASDASDASDGH-IQWE3ASDZASDASDASD123123TT","4"
"AT&T","April","ASDASDASDGH-IQWE6ASDZW123123TT","3"
"AT&T","April","ASDASDASDGH-IQWE9ASDZASDASDASD123123TT","5"
"AT&T","April","ASDASDASDM-C105123ZW123123TT","1"
"AT&T","April","ASDASDASDM-G800123ZK123123TT","1"
"AT&T","April","ASDASDASDM-G850123ZDE123TT","1"
"AT&T","April","ASDASDASDM-G850123ZKE123TT","4"
"AT&T","April","ASDASDASDM-G850123ZWE123TT","2"
"AT&T","April","ASDASDASDM-G8ASD0123DGE123TT","16"
"AT&T","April","ASDASDASDM-G8ASD0123RRE123TT","4"
"AT&T","April","ASDASDASDM-G8ASD0123TASDASDASDE123TT","21"
"AT&T","April","ASDASDASDM-G900123ZD123123TT","8"
"AT&T","April","ASDASDASDM-G900123ZK123123TT","150"
"AT&T","April","ASDASDASDM-G900123ZW123123TT","110"
"AT&T","April","ASDASDASDM-G920123ZDE123TT","4"
"AT&T","April","ASDASDASDM-G920123ZK123123TT","24"
"AT&T","April","ASDASDASDM-G920123ZKE123TT","10"
"AT&T","April","ASDASDASDM-G920123ZW123123TT","15"
"AT&T","April","ASDASDASDM-G920123ZWE123TT","3"
"AT&T","April","ASDASDASDM-G925123ZD123123TT","1"
"AT&T","April","ASDASDASDM-G925123ZDE123TT","2"
"AT&T","April","ASDASDASDM-G925123ZK123123TT","13"
"AT&T","April","ASDASDASDM-G925123ZKE123TT","10"
"AT&T","April","ASDASDASDM-G925123ZW123123TT","15"
"AT&T","April","ASDASDASDM-G925123ZWE123TT","5"
"AT&T","April","ASDASDASDM-GASD30123MB123123TT","18"
"AT&T","April","ASDASDASDM-GASD50123NK123123TT","3"
"AT&T","April","ASDASDASDM-N900123ZKE123TT","42"
"AT&T","April","ASDASDASDM-N900123ZWE123TT","25"
"AT&T","April","ASDASDASDM-N910123ZKE123TT","22"
"AT&T","April","ASDASDASDM-N910123ZWE123TT","13"
"AT&T","April","ASDASDASDM-N915123ZKE123TT","1"
"AT&T","April","ASDASDASDM-N915123ZWE123TT","6"
"AT&T","April","ASDASDASDM-P90ASD123ZK123123TT","1"
"AT&T","April","ASDASDASDM-T21ASD123ZK123123TT","9"
"AT&T","April","ASDASDASDM-T33ASD123ZW123123TT","7"
"AT&T","April","ASDASDASDM-T53ASD123YK123123TT","1"
"AT&T","April","ASDASDASDM-T80ASD123H123123123TT","5"
"AT&T","April","ASDASDASDM-TASD0ASD123H123123123TT","1"
"AT&T","April","EK-GC100ZW123123TT","1"
"AT&T","August","ASDASDASDGH-12316ASDLB123123TT","1"
"AT&T","August","ASDASDASDGH-12316ASDLBC123TT","1"
"AT&T","August","ASDASDASDGH-1231ASDASDZKB123TT","1"
"AT&T","August","ASDASDASDGH-1231ASDASDZKE123TT","1"
"AT&T","August","ASDASDASDGH-12323ASDLB123123TT","1"
"AT&T","August","ASDASDASDGH-12323ASDRK123123TT","1"
"AT&T","August","ASDASDASDGH-12359ASDZB123123TT","1"
"AT&T","August","ASDASDASDGH-12368ASDLB123123TT","2"
"AT&T","August","ASDASDASDGH-12368ASDZP123123TT","1"
"AT&T","August","ASDASDASDGH-12382ASDDK123123TT","1"
"AT&T","August","ASDASDASDGH-12383ASDDK123123TT","2"
"AT&T","August","ASDASDASDGH-12386ASDZK123123TT","3"
"AT&T","August","ASDASDASDGH-12388ASDZK123123TT","5"
"AT&T","August","ASDASDASDGH-1238ASDASDRB123123TT","7"
"AT&T","August","ASDASDASDGH-1238QWEASDZ123123123TT","4"
"AT&T","August","ASDASDASDGH-123ASD0ASDD123C123TT","1"
"AT&T","August","ASDASDASDGH-123ASD0ASDZRC123TT","1"
"AT&T","August","ASDASDASDGH-123ASD3ASDHB123123TT","1"
"AT&T","August","ASDASDASDGH-123ASD3ASDZR123123TT","1"
"AT&T","August","ASDASDASDGH-123ASD6ASDOR123123TT","2"
"AT&T","August","ASDASDASDGH-123ASDASDASDOR123123TT","1"
"AT&T","August","ASDASDASDGH-123QWE3ASDD123123123TT","4"
"AT&T","August","ASDASDASDGH-I25ASD123I123123TT","1"
"AT&T","August","ASDASDASDGH-I25ASDZK123123TT","4"
"AT&T","August","ASDASDASDGH-I31ASDTASDASDASD123123TT","26"
"AT&T","August","ASDASDASDGH-I31ASDZW123123TT","5"
"AT&T","August","ASDASDASDGH-I33ASDZK123123TT","48"
"AT&T","August","ASDASDASDGH-I33ASDZKM123TT","14"
"AT&T","August","ASDASDASDGH-I33ASDZR123123TT","4"
"AT&T","August","ASDASDASDGH-I33ASDZRM123TT","4"
"AT&T","August","ASDASDASDGH-I33ASDZW123123TT","13"
"AT&T","August","ASDASDASDGH-I33ASDZWM123TT","7"
"AT&T","August","ASDASDASDGH-I52ASDZKB123TT","1"
"AT&T","August","ASDASDASDGH-I53ASDZ123123123TT","23"
"AT&T","August","ASDASDASDGH-I53ASDZ123M123TT","4"
"AT&T","August","ASDASDASDGH-I53ASDZB123123TT","1"
"AT&T","August","ASDASDASDGH-I53ASDZBM123TT","8"
"AT&T","August","ASDASDASDGH-I5QWEASDZK123123TT","1"
"AT&T","August","ASDASDASDGH-I60ASDZKB123TT","1"
"AT&T","August","ASDASDASDGH-I61ASDWR123123TT","3"
"AT&T","August","ASDASDASDGH-I61ASDZK123123TT","4"
"AT&T","August","ASDASDASDGH-I62ASDM123123123TT","1"
"AT&T","August","ASDASDASDGH-I89ASDZK123123TT","10"
"AT&T","August","ASDASDASDGH-I91ASDZK123123TT","1"
"AT&T","August","ASDASDASDGH-I99ASDZK123123TT","5"
"AT&T","August","ASDASDASDGH-IASD1ASDRW123123TT","3"
"AT&T","August","ASDASDASDGH-IASD1ASDZB123123TT","2"
"AT&T","August","ASDASDASDGH-IASD2ASDD123123123TT","6"
"AT&T","August","ASDASDASDGH-IASDASDASDZK123123TT","2"
"AT&T","August","ASDASDASDGH-IASDQWEASDMB123123TT","36"
"AT&T","August","ASDASDASDGH-IASDQWEASDMBB123TT","13"
"AT&T","August","ASDASDASDGH-IASDQWEASDMBN123TT","1"
"AT&T","August","ASDASDASDGH-IASDQWEASDRWB123TT","15"
"AT&T","August","ASDASDASDGH-IASDQWEASDZRB123TT","6"
"AT&T","August","ASDASDASDGH-IQWE3ASDMBZ123TT","7"
"AT&T","August","ASDASDASDGH-IQWE3ASDZASDASDASD123123TT","3"
"AT&T","August","ASDASDASDGH-IQWE3ASDZASDASDASDG123TT","1"
"AT&T","August","ASDASDASDGH-IQWE6ASDZW123123TT","9"
"AT&T","August","ASDASDASDGH-IQWE9ASDZASDASDASD123123TT","1"
"AT&T","August","ASDASDASDM-C105123ZW123123TT","2"
"AT&T","August","ASDASDASDM-G8ASD0123DGE123TT","15"
"AT&T","August","ASDASDASDM-G8ASD0123RRE123TT","11"
"AT&T","August","ASDASDASDM-G8ASD0123TASDASDASDE123TT","15"
"AT&T","August","ASDASDASDM-G900123ZD123123TT","16"
"AT&T","August","ASDASDASDM-G900123ZK123123TT","36"
"AT&T","August","ASDASDASDM-G900123ZW123123TT","36"
"AT&T","August","ASDASDASDM-GASD30123MB123123TT","6"
"AT&T","August","ASDASDASDM-N900123ZKE123TT","25"
"AT&T","August","ASDASDASDM-N900123ZWE123TT","16"
"AT&T","August","ASDASDASDM-T21ASD123ZK123123TT","3"
"AT&T","August","ASDASDASDM-T53ASD123YK123123TT","3"
"AT&T","August","GT-I9020FASDASDASD123123TT","1"
"AT&T","December","ASDASDASDGH-12310ASDZASDASDASDB123TT","1"
"AT&T","December","ASDASDASDGH-12316ASDLB123123TT","1"
"AT&T","December","ASDASDASDGH-12318ASDZBC123TT","1"
"AT&T","December","ASDASDASDGH-12323ASDRK123123TT","1"
"AT&T","December","ASDASDASDGH-12351ASDZK123123TT","1"
"AT&T","December","ASDASDASDGH-12359ASDZB123123TT","1"
"AT&T","December","ASDASDASDGH-12366ASDZG123123TT","1"
"AT&T","December","ASDASDASDGH-12368ASDZP123123TT","1"
"AT&T","December","ASDASDASDGH-12369ASDZK123123TT","1"
"AT&T","December","ASDASDASDGH-12381ASDZK123123TT","2"
"AT&T","December","ASDASDASDGH-12383ASDDK123123TT","2"
"AT&T","December","ASDASDASDGH-12386ASDZK123123TT","3"
"AT&T","December","ASDASDASDGH-12388ASDZK123123TT","2"
"AT&T","December","ASDASDASDGH-12389ASDZK123123TT","1"
"AT&T","December","ASDASDASDGH-1238ASDASDRB123123TT","4"
"AT&T","December","ASDASDASDGH-1238QWEASDZ123123123TT","3"
"AT&T","December","ASDASDASDGH-12392ASDZ123123123TT","1"
"AT&T","December","ASDASDASDGH-123ASD3ASDZR123123TT","1"
"AT&T","December","ASDASDASDGH-123ASD6ASDLB123123TT","2"
"AT&T","December","ASDASDASDGH-123ASD6ASDWR123123TT","1"
"AT&T","December","ASDASDASDGH-123ASD9ASDZASDASDASD123123TT","3"
"AT&T","December","ASDASDASDGH-123ASDASDASDEG123123TT","1"
"AT&T","December","ASDASDASDGH-123ASDQWEASDBB123123TT","1"
"AT&T","December","ASDASDASDGH-123QWE3ASDD123123123TT","1"
"AT&T","December","ASDASDASDGH-I25ASD123I123123TT","2"
"AT&T","December","ASDASDASDGH-I25ASDZK123123TT","1"
"AT&T","December","ASDASDASDGH-I31ASDTASDASDASD123123TT","34"
"AT&T","December","ASDASDASDGH-I31ASDZW123123TT","6"
"AT&T","December","ASDASDASDGH-I33ASDZK123123TT","82"
"AT&T","December","ASDASDASDGH-I33ASDZKM123TT","23"
"AT&T","December","ASDASDASDGH-I33ASDZR123123TT","2"
"AT&T","December","ASDASDASDGH-I33ASDZRM123TT","12"
"AT&T","December","ASDASDASDGH-I33ASDZW123123TT","11"
"AT&T","December","ASDASDASDGH-I33ASDZWM123TT","14"
"AT&T","December","ASDASDASDGH-I52ASDZKB123TT","3"
"AT&T","December","ASDASDASDGH-I53ASDZ123123123TT","19"
"AT&T","December","ASDASDASDGH-I53ASDZ123M123TT","4"
"AT&T","December","ASDASDASDGH-I53ASDZB123123TT","2"
"AT&T","December","ASDASDASDGH-I53ASDZBM123TT","9"
"AT&T","December","ASDASDASDGH-I5QWEASDZK123123TT","4"
"AT&T","December","ASDASDASDGH-I61ASDTI123123TT","1"
"AT&T","December","ASDASDASDGH-I61ASDWR123123TT","2"
"AT&T","December","ASDASDASDGH-I61ASDZK123123TT","2"
"AT&T","December","ASDASDASDGH-I89ASDZK123123TT","21"
"AT&T","December","ASDASDASDGH-I90ASDZK123123TT","1"
"AT&T","December","ASDASDASDGH-I91ASDZK123123TT","4"
"AT&T","December","ASDASDASDGH-I93ASDOK123123TT","2"
"AT&T","December","ASDASDASDGH-I95ASDZK123123TT","1"
"AT&T","December","ASDASDASDGH-I98ASDZK123123TT","1"
"AT&T","December","ASDASDASDGH-I99ASDZK123123TT","3"
"AT&T","December","ASDASDASDGH-IASD1ASDRW123123TT","1"
"AT&T","December","ASDASDASDGH-IASD1ASDZB123123TT","1"
"AT&T","December","ASDASDASDGH-IASD2ASDD123123123TT","6"
"AT&T","December","ASDASDASDGH-IASD2ASDMASDASDASD123123TT","2"
"AT&T","December","ASDASDASDGH-IASD2ASDZW123123TT","2"
"AT&T","December","ASDASDASDGH-IASDASDASDZK123123TT","1"
"AT&T","December","ASDASDASDGH-IASDQWEASDMB123123TT","54"
"AT&T","December","ASDASDASDGH-IASDQWEASDMBB123TT","15"
"AT&T","December","ASDASDASDGH-IASDQWEASDMBN123TT","1"
"AT&T","December","ASDASDASDGH-IASDQWEASDRWB123TT","11"
"AT&T","December","ASDASDASDGH-IASDQWEASDZRB123TT","4"
"AT&T","December","ASDASDASDGH-IQWE3ASDMBZ123TT","1"
"AT&T","December","ASDASDASDGH-IQWE3ASDZASDASDASD123123TT","2"
"AT&T","December","ASDASDASDGH-IQWE6ASDZW123123TT","12"
"AT&T","December","ASDASDASDGH-IQWE9ASDZASDASDASD123123TT","3"
"AT&T","December","ASDASDASDM-C105123ZW123123TT","1"
"AT&T","December","ASDASDASDM-G850123ZDE123TT","1"
"AT&T","December","ASDASDASDM-G850123ZKE123TT","4"
"AT&T","December","ASDASDASDM-G850123ZWE123TT","3"
"AT&T","December","ASDASDASDM-G8ASD0123DGE123TT","12"
"AT&T","December","ASDASDASDM-G8ASD0123RRE123TT","10"
"AT&T","December","ASDASDASDM-G8ASD0123TASDASDASDE123TT","14"
"AT&T","December","ASDASDASDM-G900123ZD123123TT","9"
"AT&T","December","ASDASDASDM-G900123ZK123123TT","46"
"AT&T","December","ASDASDASDM-G900123ZW123123TT","31"
"AT&T","December","ASDASDASDM-GASD30123MB123123TT","5"
"AT&T","December","ASDASDASDM-GASD50123NK123123TT","4"
"AT&T","December","ASDASDASDM-N900123ZKE123TT","54"
"AT&T","December","ASDASDASDM-N900123ZWE123TT","9"
"AT&T","December","ASDASDASDM-N910123ZKE123TT","54"
"AT&T","December","ASDASDASDM-N910123ZWE123TT","32"
"AT&T","December","ASDASDASDM-N915123ZKE123TT","7"
"AT&T","December","ASDASDASDM-N915123ZWE123TT","9"
"AT&T","December","ASDASDASDM-T21ASD123ZK123123TT","11"
"AT&T","December","ASDASDASDM-T33ASD123ZW123123TT","5"
"AT&T","December","ASDASDASDM-T53ASD123YK123123TT","1"
"AT&T","December","ASDASDASDM-T80ASD123H123123123TT","4"
"AT&T","December","GT-B9150123KY123TT","2"
"AT&T","December","GT-I9020FASDASDASD123123TT","1"
"AT&T","February","ASDASDASDEG-I89ASDZK123123TT","1"
"AT&T","February","ASDASDASDEG-IASDASDASDZK123123TT","1"
"AT&T","February","ASDASDASDGH-12310ASDZASDASDASD123123TT","1"
"AT&T","February","ASDASDASDGH-12310ASDZASDASDASDD123TT","1"
"AT&T","February","ASDASDASDGH-12313ASDIBE123TT","1"
"AT&T","February","ASDASDASDGH-12318ASDZB123123TT","1"
"AT&T","February","ASDASDASDGH-1231ASDASDZKC123TT","1"
"AT&T","February","ASDASDASDGH-12323ASDLB123123TT","1"
"AT&T","February","ASDASDASDGH-12381ASDZK123123TT","1"
"AT&T","February","ASDASDASDGH-12383ASDDK123123TT","1"
"AT&T","February","ASDASDASDGH-12386ASDZK123123TT","2"
"AT&T","February","ASDASDASDGH-12389ASDZK123123TT","4"
"AT&T","February","ASDASDASDGH-1238ASDASDRB123123TT","2"
"AT&T","February","ASDASDASDGH-12392ASDZ123123123TT","1"
"AT&T","February","ASDASDASDGH-123ASD0ASDNBC123TT","1"
"AT&T","February","ASDASDASDGH-123ASD3ASDHB123123TT","1"
"AT&T","February","ASDASDASDGH-123ASD3ASDZO123123TT","1"
"AT&T","February","ASDASDASDGH-123ASD3ASDZR123123TT","1"
"AT&T","February","ASDASDASDGH-123ASD6ASD123G123123TT","1"
"AT&T","February","ASDASDASDGH-123ASD6ASDLB123123TT","1"
"AT&T","February","ASDASDASDGH-123ASD6ASDOR123123TT","1"
"AT&T","February","ASDASDASDGH-123ASD9ASDZASDASDASD123123TT","2"
"AT&T","February","ASDASDASDGH-123ASDASDASDEG123123TT","1"
"AT&T","February","ASDASDASDGH-123ASDASDASDMB123123TT","2"
"AT&T","February","ASDASDASDGH-123ASDASDASDOR123123TT","1"
"AT&T","February","ASDASDASDGH-123QWE3ASDCD123123TT","1"
"AT&T","February","ASDASDASDGH-I25ASDZK123123TT","4"
"AT&T","February","ASDASDASDGH-I31ASDTASDASDASD123123TT","25"
"AT&T","February","ASDASDASDGH-I31ASDZW123123TT","6"
"AT&T","February","ASDASDASDGH-I33ASDZK123123TT","26"
"AT&T","February","ASDASDASDGH-I33ASDZKM123TT","25"
"AT&T","February","ASDASDASDGH-I33ASDZR123123TT","1"
"AT&T","February","ASDASDASDGH-I33ASDZRM123TT","18"
"AT&T","February","ASDASDASDGH-I33ASDZW123123TT","9"
"AT&T","February","ASDASDASDGH-I33ASDZWM123TT","25"
"AT&T","February","ASDASDASDGH-I53ASDZ123123123TT","6"
"AT&T","February","ASDASDASDGH-I53ASDZ123M123TT","8"
"AT&T","February","ASDASDASDGH-I53ASDZB123123TT","3"
"AT&T","February","ASDASDASDGH-I53ASDZBM123TT","15"
"AT&T","February","ASDASDASDGH-I5QWEASDZK123123TT","4"
"AT&T","February","ASDASDASDGH-I60ASDZKB123TT","1"
"AT&T","February","ASDASDASDGH-I61ASDTI123123TT","1"
"AT&T","February","ASDASDASDGH-I61ASDZK123123TT","3"
"AT&T","February","ASDASDASDGH-I89ASDZK123123TT","8"
"AT&T","February","ASDASDASDGH-I91ASDZK123123TT","3"
"AT&T","February","ASDASDASDGH-I99ASDZK123123TT","2"
"AT&T","February","ASDASDASDGH-IASD2ASDD123123123TT","2"
"AT&T","February","ASDASDASDGH-IASD2ASDMASDASDASD123123TT","2"
"AT&T","February","ASDASDASDGH-IASD2ASDZW123123TT","2"
"AT&T","February","ASDASDASDGH-IASDASDASDZK123123TT","1"
"AT&T","February","ASDASDASDGH-IASDQWEASDMB123123TT","62"
"AT&T","February","ASDASDASDGH-IASDQWEASDMBB123TT","15"
"AT&T","February","ASDASDASDGH-IASDQWEASDRWB123TT","12"
"AT&T","February","ASDASDASDGH-IASDQWEASDZRB123TT","5"
"AT&T","February","ASDASDASDGH-IQWE0ASDZK123123TT","11"
"AT&T","February","ASDASDASDGH-IQWE3ASDMBZ123TT","1"
"AT&T","February","ASDASDASDGH-IQWE3ASDZASDASDASD123123TT","4"
"AT&T","February","ASDASDASDGH-IQWE3ASDZASDASDASDG123TT","2"
"AT&T","February","ASDASDASDGH-IQWE6ASDZW123123TT","8"
"AT&T","February","ASDASDASDGH-IQWE9ASDZASDASDASD123123TT","4"
"AT&T","February","ASDASDASDM-C105123ZW123123TT","2"
"AT&T","February","ASDASDASDM-G850123ZDE123TT","1"
"AT&T","February","ASDASDASDM-G850123ZKE123TT","2"
"AT&T","February","ASDASDASDM-G850123ZWE123TT","1"
"AT&T","February","ASDASDASDM-G8ASD0123DGE123TT","14"
"AT&T","February","ASDASDASDM-G8ASD0123RRE123TT","9"
"AT&T","February","ASDASDASDM-G8ASD0123TASDASDASDE123TT","16"
"AT&T","February","ASDASDASDM-G900123ZD123123TT","5"
"AT&T","February","ASDASDASDM-G900123ZK123123TT","28"
"AT&T","February","ASDASDASDM-G900123ZW123123TT","22"
"AT&T","February","ASDASDASDM-GASD30123MB123123TT","7"
"AT&T","February","ASDASDASDM-GASD50123NK123123TT","4"
"AT&T","February","ASDASDASDM-N900123ZKE123TT","52"
"AT&T","February","ASDASDASDM-N900123ZWE123TT","39"
"AT&T","February","ASDASDASDM-N910123ZKE123TT","38"
"AT&T","February","ASDASDASDM-N910123ZWE123TT","26"
"AT&T","February","ASDASDASDM-N915123ZKE123TT","9"
"AT&T","February","ASDASDASDM-N915123ZWE123TT","2"
"AT&T","February","ASDASDASDM-T21ASD123ZK123123TT","9"
"AT&T","February","ASDASDASDM-T33ASD123ZW123123TT","15"
"AT&T","February","ASDASDASDM-T53ASD123YK123123TT","1"
"AT&T","January","ASDASDASDEG-I89ASDZK123123TT","1"
"AT&T","January","ASDASDASDEG-IASD1ASDRW123123TT","4"
"AT&T","January","ASDASDASDEG-IASDASDASDZK123123TT","1"
"AT&T","January","ASDASDASDGH-12311ASDZK123123TT","1"
"AT&T","January","ASDASDASDGH-12313ASDIBC123TT","1"
"AT&T","January","ASDASDASDGH-12316ASDLBC123TT","1"
"AT&T","January","ASDASDASDGH-12323ASDLB123123TT","1"
"AT&T","January","ASDASDASDGH-12351ASDZK123123TT","1"
"AT&T","January","ASDASDASDGH-12368ASDLB123123TT","1"
"AT&T","January","ASDASDASDGH-12368ASDZP123123TT","2"
"AT&T","January","ASDASDASDGH-12369ASDZK123123TT","1"
"AT&T","January","ASDASDASDGH-12386ASDZK123123TT","6"
"AT&T","January","ASDASDASDGH-12388ASDZK123123TT","3"
"AT&T","January","ASDASDASDGH-12389ASDZK123123TT","3"
"AT&T","January","ASDASDASDGH-1238ASDASDRB123123TT","8"
"AT&T","January","ASDASDASDGH-12392ASDZ123123123TT","1"
"AT&T","January","ASDASDASDGH-123ASD0ASDNBC123TT","2"
"AT&T","January","ASDASDASDGH-123ASD0ASDZRC123TT","1"
"AT&T","January","ASDASDASDGH-123ASD2ASDZK123123TT","1"
"AT&T","January","ASDASDASDGH-123ASD3ASDHB123123TT","1"
"AT&T","January","ASDASDASDGH-123ASD3ASDYG123123TT","1"
"AT&T","January","ASDASDASDGH-123ASD3ASDZO123123TT","1"
"AT&T","January","ASDASDASDGH-123ASD6ASD123G123123TT","1"
"AT&T","January","ASDASDASDGH-123ASD6ASDLB123123TT","2"
"AT&T","January","ASDASDASDGH-123ASD9ASDWR123123TT","1"
"AT&T","January","ASDASDASDGH-123ASD9ASDZASDASDASD123123TT","1"
"AT&T","January","ASDASDASDGH-123ASDASDASDEG123123TT","1"
"AT&T","January","ASDASDASDGH-123QWE3ASDD123123123TT","1"
"AT&T","January","ASDASDASDGH-CQWE1ASDCDB123TT","1"
"AT&T","January","ASDASDASDGH-I25ASD123I123123TT","1"
"AT&T","January","ASDASDASDGH-I25ASDZK123123TT","1"
"AT&T","January","ASDASDASDGH-I31ASDTASDASDASD123123TT","58"
"AT&T","January","ASDASDASDGH-I31ASDZW123123TT","3"
"AT&T","January","ASDASDASDGH-I33ASDZK123123TT","120"
"AT&T","January","ASDASDASDGH-I33ASDZKM123TT","19"
"AT&T","January","ASDASDASDGH-I33ASDZR123123TT","3"
"AT&T","January","ASDASDASDGH-I33ASDZRM123TT","13"
"AT&T","January","ASDASDASDGH-I33ASDZW123123TT","8"
"AT&T","January","ASDASDASDGH-I33ASDZWM123TT","4"
"AT&T","January","ASDASDASDGH-I52ASDZKB123TT","6"
"AT&T","January","ASDASDASDGH-I53ASDZ123123123TT","21"
"AT&T","January","ASDASDASDGH-I53ASDZ123M123TT","5"
"AT&T","January","ASDASDASDGH-I53ASDZB123123TT","2"
"AT&T","January","ASDASDASDGH-I53ASDZBM123TT","4"
"AT&T","January","ASDASDASDGH-I5QWEASDZK123123TT","1"
"AT&T","January","ASDASDASDGH-I61ASDEB123123TT","1"
"AT&T","January","ASDASDASDGH-I61ASDWR123123TT","1"
"AT&T","January","ASDASDASDGH-I61ASDZK123123TT","6"
"AT&T","January","ASDASDASDGH-I62ASDM123123123TT","1"
"AT&T","January","ASDASDASDGH-I89ASDZK123123TT","8"
"AT&T","January","ASDASDASDGH-I90ASDZK123123TT","1"
"AT&T","January","ASDASDASDGH-I91ASDZK123123TT","7"
"AT&T","January","ASDASDASDGH-I92ASDZK123123TT","1"
"AT&T","January","ASDASDASDGH-I99ASDZK123123TT","1"
"AT&T","January","ASDASDASDGH-IASD1ASDRW123123TT","7"
"AT&T","January","ASDASDASDGH-IASD1ASDZB123123TT","5"
"AT&T","January","ASDASDASDGH-IASD2ASDD123123123TT","16"
"AT&T","January","ASDASDASDGH-IASD2ASDMASDASDASD123123TT","3"
"AT&T","January","ASDASDASDGH-IASD2ASDZW123123TT","5"
"AT&T","January","ASDASDASDGH-IASDASDASDZK123123TT","2"
"AT&T","January","ASDASDASDGH-IASDQWEASDMB123123TT","105"
"AT&T","January","ASDASDASDGH-IASDQWEASDMBB123TT","9"
"AT&T","January","ASDASDASDGH-IASDQWEASDRWB123TT","11"
"AT&T","January","ASDASDASDGH-IASDQWEASDZRB123TT","4"
"AT&T","January","ASDASDASDGH-IQWE0ASDZK123123TT","3"
"AT&T","January","ASDASDASDGH-IQWE3ASDMBZ123TT","2"
"AT&T","January","ASDASDASDGH-IQWE3ASDZASDASDASD123123TT","4"
"AT&T","January","ASDASDASDGH-IQWE3ASDZASDASDASDP123TT","1"
"AT&T","January","ASDASDASDGH-IQWE6ASDZW123123TT","10"
"AT&T","January","ASDASDASDGH-IQWE9ASDZASDASDASD123123TT","4"
"AT&T","January","ASDASDASDM-C105123ZW123123TT","1"
"AT&T","January","ASDASDASDM-G850123ZDE123TT","3"
"AT&T","January","ASDASDASDM-G850123ZKE123TT","5"
"AT&T","January","ASDASDASDM-G8ASD0123DGE123TT","11"
"AT&T","January","ASDASDASDM-G8ASD0123RRE123TT","9"
"AT&T","January","ASDASDASDM-G8ASD0123TASDASDASDE123TT","15"
"AT&T","January","ASDASDASDM-G900123ZD123123TT","11"
"AT&T","January","ASDASDASDM-G900123ZK123123TT","32"
"AT&T","January","ASDASDASDM-G900123ZW123123TT","20"
"AT&T","January","ASDASDASDM-GASD30123MB123123TT","12"
"AT&T","January","ASDASDASDM-GASD50123NK123123TT","3"
"AT&T","January","ASDASDASDM-N900123ZKE123TT","40"
"AT&T","January","ASDASDASDM-N900123ZWE123TT","11"
"AT&T","January","ASDASDASDM-N910123ZKE123TT","33"
